"site","year","type","abund_code","species_code","name"
62,1994,"tree",1,319.00,"Mountain Maple"
63,1991,"tree",1,746.00,"Quaking Aspen"
63,1992,"tree",1,543.00,"Black Ash"
63,1993,"tree",1,543.00,"Black Ash"
63,1994,"tree",1,543.00,"Black Ash"
64,1991,"tree",1,318.00,"Sugar Maple"
64,1992,"tree",1,316.00,"Red Maple"
64,1993,"tree",1,318.00,"Sugar Maple"
64,1994,"tree",1,318.00,"Sugar Maple"
65,1991,"tree",1,951.00,"Basswood"
65,1992,"tree",1,318.00,"Sugar Maple"
65,1993,"tree",1,318.00,"Sugar Maple"
65,1994,"tree",1,746.00,"Quaking Aspen"
66,1991,"tree",1,375.00,"Paper Birch"
66,1992,"tree",1,316.00,"Red Maple"
66,1993,"tree",1,318.00,"Sugar Maple"
66,1994,"tree",1,318.00,"Sugar Maple"
67,1991,"tree",1,746.00,"Quaking Aspen"
67,1992,"tree",1,746.00,"Quaking Aspen"
67,1993,"tree",1,746.00,"Quaking Aspen"
67,1994,"tree",1,746.00,"Quaking Aspen"
68,1991,"tree",1,746.00,"Quaking Aspen"
68,1992,"tree",1,746.00,"Quaking Aspen"
68,1993,"tree",1,746.00,"Quaking Aspen"
68,1994,"tree",1,746.00,"Quaking Aspen"
69,1991,"tree",1,746.00,"Quaking Aspen"
69,1992,"tree",1,746.00,"Quaking Aspen"
69,1993,"tree",1,746.00,"Quaking Aspen"
69,1994,"tree",1,746.00,"Quaking Aspen"
70,1993,"tree",1,746.00,"Quaking Aspen"
70,1994,"tree",1,375.00,"Paper Birch"
71,1994,"tree",1,833.00,"Northern Red Oak"
72,1991,"tree",1,375.00,"Paper Birch"
72,1994,"tree",1,833.00,"Northern Red Oak"
73,1991,"tree",1,125.00,"Red Pine"
73,1992,"tree",1,125.00,"Red Pine"
73,1993,"tree",1,125.00,"Red Pine"
73,1994,"tree",1,129.00,"White Pine"
74,1991,"tree",1,125.00,"Red Pine"
74,1992,"tree",1,129.00,"White Pine"
74,1993,"tree",1,125.00,"Red Pine"
74,1994,"tree",1,129.00,"White Pine"
75,1991,"tree",1,125.00,"Red Pine"
75,1992,"tree",1,125.00,"Red Pine"
75,1994,"tree",1,125.00,"Red Pine"
76,1991,"tree",1,125.00,"Red Pine"
76,1992,"tree",1,125.00,"Red Pine"
76,1994,"tree",1,129.00,"White Pine"
77,1991,"tree",1,125.00,"Red Pine"
77,1992,"tree",1,125.00,"Red Pine"
77,1994,"tree",1,125.00,"Red Pine"
78,1991,"tree",1,125.00,"Red Pine"
78,1992,"tree",1,746.00,"Quaking Aspen"
78,1993,"tree",1,125.00,"Red Pine"
78,1994,"tree",1,125.00,"Red Pine"
79,1991,"tree",1,833.00,"Northern Red Oak"
79,1992,"tree",1,833.00,"Northern Red Oak"
79,1993,"tree",1,125.00,"Red Pine"
79,1994,"tree",1,833.00,"Northern Red Oak"
80,1991,"tree",1,746.00,"Quaking Aspen"
80,1992,"tree",1,746.00,"Quaking Aspen"
80,1993,"tree",1,105.00,"Jack Pine"
80,1994,"tree",1,125.00,"Red Pine"
81,1991,"tree",1,125.00,"Red Pine"
81,1992,"tree",1,746.00,"Quaking Aspen"
81,1993,"tree",1,375.00,"Paper Birch"
81,1994,"tree",1,833.00,"Northern Red Oak"
82,1991,"tree",1,125.00,"Red Pine"
82,1992,"tree",1,125.00,"Red Pine"
82,1994,"tree",1,125.00,"Red Pine"
83,1991,"tree",1,125.00,"Red Pine"
83,1992,"tree",1,125.00,"Red Pine"
83,1994,"tree",1,125.00,"Red Pine"
84,1991,"tree",1,375.00,"Paper Birch"
84,1992,"tree",1,125.00,"Red Pine"
84,1994,"tree",1,125.00,"Red Pine"
85,1991,"tree",1,129.00,"White Pine"
85,1992,"tree",1,129.00,"White Pine"
85,1994,"tree",1,129.00,"White Pine"
86,1991,"tree",1,125.00,"Red Pine"
86,1992,"tree",1,125.00,"Red Pine"
86,1994,"tree",1,125.00,"Red Pine"
87,1991,"tree",1,125.00,"Red Pine"
87,1992,"tree",1,129.00,"White Pine"
87,1994,"tree",1,125.00,"Red Pine"
88,1991,"tree",1,543.00,"Black Ash"
88,1992,"tree",1,746.00,"Quaking Aspen"
88,1994,"tree",1,316.00,"Red Maple"
89,1991,"tree",1,375.00,"Paper Birch"
89,1992,"tree",1,125.00,"Red Pine"
90,1991,"tree",1,375.00,"Paper Birch"
90,1992,"tree",1,129.00,"White Pine"
90,1994,"tree",1,129.00,"White Pine"
91,1991,"tree",1,12.00,"Balsam Fir"
91,1992,"tree",1,129.00,"White Pine"
91,1994,"tree",1,129.00,"White Pine"
92,1991,"tree",1,12.00,"Balsam Fir"
92,1992,"tree",1,12.00,"Balsam Fir"
92,1994,"tree",1,12.00,"Balsam Fir"
93,1991,"tree",1,746.00,"Quaking Aspen"
93,1992,"tree",1,129.00,"White Pine"
93,1994,"tree",1,129.00,"White Pine"
94,1991,"tree",1,746.00,"Quaking Aspen"
94,1992,"tree",1,746.00,"Quaking Aspen"
94,1993,"tree",1,746.00,"Quaking Aspen"
94,1994,"tree",1,746.00,"Quaking Aspen"
95,1991,"tree",1,746.00,"Quaking Aspen"
95,1992,"tree",1,316.00,"Red Maple"
95,1993,"tree",1,746.00,"Quaking Aspen"
95,1994,"tree",1,746.00,"Quaking Aspen"
96,1991,"tree",1,746.00,"Quaking Aspen"
96,1992,"tree",1,375.00,"Paper Birch"
96,1993,"tree",1,746.00,"Quaking Aspen"
96,1994,"tree",1,746.00,"Quaking Aspen"
97,1991,"tree",1,316.00,"Red Maple"
97,1992,"tree",1,316.00,"Red Maple"
97,1993,"tree",1,375.00,"Paper Birch"
97,1994,"tree",1,746.00,"Quaking Aspen"
98,1991,"tree",1,746.00,"Quaking Aspen"
98,1992,"tree",1,746.00,"Quaking Aspen"
98,1993,"tree",1,746.00,"Quaking Aspen"
98,1994,"tree",1,746.00,"Quaking Aspen"
99,1991,"tree",1,746.00,"Quaking Aspen"
99,1992,"tree",1,316.00,"Red Maple"
99,1993,"tree",1,375.00,"Paper Birch"
99,1994,"tree",1,746.00,"Quaking Aspen"
100,1991,"tree",1,125.00,"Red Pine"
100,1992,"tree",1,746.00,"Quaking Aspen"
100,1993,"tree",1,746.00,"Quaking Aspen"
100,1994,"tree",1,746.00,"Quaking Aspen"
101,1991,"tree",1,833.00,"Northern Red Oak"
101,1992,"tree",1,746.00,"Quaking Aspen"
101,1993,"tree",1,746.00,"Quaking Aspen"
121,1992,"tree",1,375.00,"Paper Birch"
121,1993,"tree",1,375.00,"Paper Birch"
121,1994,"tree",1,375.00,"Paper Birch"
122,1991,"tree",1,375.00,"Paper Birch"
122,1992,"tree",1,375.00,"Paper Birch"
122,1993,"tree",1,375.00,"Paper Birch"
122,1994,"tree",1,746.00,"Quaking Aspen"
123,1991,"tree",1,316.00,"Red Maple"
123,1992,"tree",1,375.00,"Paper Birch"
123,1993,"tree",1,375.00,"Paper Birch"
123,1994,"tree",1,375.00,"Paper Birch"
124,1991,"tree",1,316.00,"Red Maple"
124,1992,"tree",1,746.00,"Quaking Aspen"
124,1993,"tree",1,375.00,"Paper Birch"
124,1994,"tree",1,375.00,"Paper Birch"
125,1991,"tree",1,375.00,"Paper Birch"
125,1992,"tree",1,375.00,"Paper Birch"
125,1993,"tree",1,375.00,"Paper Birch"
125,1994,"tree",1,746.00,"Quaking Aspen"
126,1991,"tree",1,375.00,"Paper Birch"
126,1992,"tree",1,746.00,"Quaking Aspen"
126,1993,"tree",1,375.00,"Paper Birch"
126,1994,"tree",1,746.00,"Quaking Aspen"
127,1991,"tree",1,375.00,"Paper Birch"
127,1992,"tree",1,375.00,"Paper Birch"
127,1993,"tree",1,375.00,"Paper Birch"
127,1994,"tree",1,746.00,"Quaking Aspen"
128,1991,"tree",1,375.00,"Paper Birch"
128,1992,"tree",1,375.00,"Paper Birch"
128,1993,"tree",1,375.00,"Paper Birch"
128,1994,"tree",1,375.00,"Paper Birch"
129,1991,"tree",1,375.00,"Paper Birch"
129,1992,"tree",1,375.00,"Paper Birch"
129,1993,"tree",1,375.00,"Paper Birch"
129,1994,"tree",1,375.00,"Paper Birch"
130,1991,"tree",1,95.00,"Black Spruce"
130,1992,"tree",1,71.00,"Tamarack"
130,1993,"tree",1,71.00,"Tamarack"
130,1994,"tree",1,71.00,"Tamarack"
131,1991,"tree",1,71.00,"Tamarack"
131,1992,"tree",1,71.00,"Tamarack"
131,1993,"tree",1,71.00,"Tamarack"
131,1994,"tree",1,71.00,"Tamarack"
132,1991,"tree",1,71.00,"Tamarack"
132,1992,"tree",1,71.00,"Tamarack"
132,1993,"tree",1,71.00,"Tamarack"
132,1994,"tree",1,71.00,"Tamarack"
133,1991,"tree",1,71.00,"Tamarack"
133,1992,"tree",1,71.00,"Tamarack"
133,1993,"tree",1,71.00,"Tamarack"
133,1994,"tree",1,71.00,"Tamarack"
134,1991,"tree",1,241.00,"Northern White Cedar"
134,1992,"tree",1,241.00,"Northern White Cedar"
134,1993,"tree",1,241.00,"Northern White Cedar"
134,1994,"tree",1,241.00,"Northern White Cedar"
135,1991,"tree",1,241.00,"Northern White Cedar"
135,1992,"tree",1,95.00,"Black Spruce"
135,1993,"tree",1,95.00,"Black Spruce"
135,1994,"tree",1,95.00,"Black Spruce"
136,1991,"tree",1,241.00,"Northern White Cedar"
136,1992,"tree",1,241.00,"Northern White Cedar"
136,1993,"tree",1,241.00,"Northern White Cedar"
136,1994,"tree",1,95.00,"Black Spruce"
137,1991,"tree",1,95.00,"Black Spruce"
137,1992,"tree",1,95.00,"Black Spruce"
137,1993,"tree",1,95.00,"Black Spruce"
137,1994,"tree",1,12.00,"Balsam Fir"
138,1991,"tree",1,543.00,"Black Ash"
138,1992,"tree",1,543.00,"Black Ash"
138,1993,"tree",1,543.00,"Black Ash"
138,1994,"tree",1,543.00,"Black Ash"
139,1991,"tree",1,95.00,"Black Spruce"
139,1992,"tree",1,95.00,"Black Spruce"
139,1993,"tree",1,95.00,"Black Spruce"
139,1994,"tree",1,95.00,"Black Spruce"
140,1991,"tree",1,95.00,"Black Spruce"
140,1992,"tree",1,95.00,"Black Spruce"
228,1992,"tree",1,746.00,"Quaking Aspen"
228,1994,"tree",1,743.00,"Bigtooth Aspen"
229,1991,"tree",1,746.00,"Quaking Aspen"
229,1992,"tree",1,746.00,"Quaking Aspen"
229,1994,"tree",1,743.00,"Bigtooth Aspen"
230,1991,"tree",1,746.00,"Quaking Aspen"
230,1992,"tree",1,746.00,"Quaking Aspen"
230,1993,"tree",1,823.00,"Burr Oak"
230,1994,"tree",1,746.00,"Quaking Aspen"
231,1991,"tree",1,746.00,"Quaking Aspen"
231,1992,"tree",1,746.00,"Quaking Aspen"
231,1994,"tree",1,743.00,"Bigtooth Aspen"
232,1991,"tree",1,746.00,"Quaking Aspen"
232,1992,"tree",1,746.00,"Quaking Aspen"
232,1994,"tree",1,746.00,"Quaking Aspen"
233,1991,"tree",1,95.00,"Black Spruce"
233,1992,"tree",1,71.00,"Tamarack"
233,1993,"tree",1,95.00,"Black Spruce"
233,1994,"tree",1,95.00,"Black Spruce"
234,1991,"tree",1,95.00,"Black Spruce"
234,1992,"tree",1,71.00,"Tamarack"
234,1993,"tree",1,95.00,"Black Spruce"
234,1994,"tree",1,95.00,"Black Spruce"
235,1991,"tree",1,95.00,"Black Spruce"
235,1992,"tree",1,95.00,"Black Spruce"
235,1993,"tree",1,95.00,"Black Spruce"
235,1994,"tree",1,95.00,"Black Spruce"
236,1991,"tree",1,95.00,"Black Spruce"
236,1992,"tree",1,95.00,"Black Spruce"
236,1993,"tree",1,95.00,"Black Spruce"
236,1994,"tree",1,95.00,"Black Spruce"
237,1991,"tree",1,95.00,"Black Spruce"
237,1992,"tree",1,95.00,"Black Spruce"
237,1993,"tree",1,95.00,"Black Spruce"
237,1994,"tree",1,95.00,"Black Spruce"
238,1991,"tree",1,95.00,"Black Spruce"
238,1992,"tree",1,95.00,"Black Spruce"
238,1993,"tree",1,95.00,"Black Spruce"
238,1994,"tree",1,95.00,"Black Spruce"
239,1991,"tree",1,746.00,"Quaking Aspen"
239,1992,"tree",1,746.00,"Quaking Aspen"
239,1993,"tree",1,746.00,"Quaking Aspen"
239,1994,"tree",1,746.00,"Quaking Aspen"
240,1991,"tree",1,746.00,"Quaking Aspen"
240,1992,"tree",1,746.00,"Quaking Aspen"
240,1993,"tree",1,746.00,"Quaking Aspen"
240,1994,"tree",1,746.00,"Quaking Aspen"
241,1991,"tree",1,746.00,"Quaking Aspen"
241,1992,"tree",1,746.00,"Quaking Aspen"
241,1993,"tree",1,746.00,"Quaking Aspen"
241,1994,"tree",1,746.00,"Quaking Aspen"
242,1991,"tree",1,746.00,"Quaking Aspen"
242,1992,"tree",1,746.00,"Quaking Aspen"
242,1994,"tree",1,375.00,"Paper Birch"
243,1991,"tree",1,375.00,"Paper Birch"
243,1992,"tree",1,746.00,"Quaking Aspen"
243,1994,"tree",1,743.00,"Bigtooth Aspen"
244,1991,"tree",1,746.00,"Quaking Aspen"
244,1992,"tree",1,746.00,"Quaking Aspen"
244,1994,"tree",1,743.00,"Bigtooth Aspen"
245,1991,"tree",1,543.00,"Black Ash"
245,1992,"tree",1,543.00,"Black Ash"
245,1993,"tree",1,543.00,"Black Ash"
245,1994,"tree",1,543.00,"Black Ash"
246,1991,"tree",1,746.00,"Quaking Aspen"
246,1992,"tree",1,746.00,"Quaking Aspen"
246,1993,"tree",1,375.00,"Paper Birch"
246,1994,"tree",1,746.00,"Quaking Aspen"
247,1991,"tree",1,543.00,"Black Ash"
247,1992,"tree",1,543.00,"Black Ash"
247,1993,"tree",1,543.00,"Black Ash"
247,1994,"tree",1,543.00,"Black Ash"
248,1991,"tree",1,746.00,"Quaking Aspen"
248,1992,"tree",1,746.00,"Quaking Aspen"
248,1993,"tree",1,746.00,"Quaking Aspen"
248,1994,"tree",1,746.00,"Quaking Aspen"
101,1994,"tree",1,746.00,"Quaking Aspen"
102,1991,"tree",1,746.00,"Quaking Aspen"
102,1992,"tree",1,746.00,"Quaking Aspen"
102,1993,"tree",1,746.00,"Quaking Aspen"
102,1994,"tree",1,746.00,"Quaking Aspen"
103,1991,"tree",1,746.00,"Quaking Aspen"
103,1992,"tree",1,12.00,"Balsam Fir"
103,1993,"tree",1,12.00,"Balsam Fir"
103,1994,"tree",1,543.00,"Black Ash"
104,1991,"tree",1,71.00,"Tamarack"
104,1992,"tree",1,746.00,"Quaking Aspen"
104,1993,"tree",1,12.00,"Balsam Fir"
104,1994,"tree",1,746.00,"Quaking Aspen"
105,1991,"tree",1,71.00,"Tamarack"
105,1992,"tree",1,823.00,"Burr Oak"
105,1993,"tree",1,71.00,"Tamarack"
105,1994,"tree",1,746.00,"Quaking Aspen"
106,1991,"tree",1,746.00,"Quaking Aspen"
106,1992,"tree",1,318.00,"Sugar Maple"
106,1993,"tree",1,833.00,"Northern Red Oak"
106,1994,"tree",1,746.00,"Quaking Aspen"
107,1991,"tree",1,318.00,"Sugar Maple"
107,1992,"tree",1,823.00,"Burr Oak"
107,1993,"tree",1,833.00,"Northern Red Oak"
107,1994,"tree",1,318.00,"Sugar Maple"
108,1991,"tree",1,318.00,"Sugar Maple"
108,1992,"tree",1,833.00,"Northern Red Oak"
108,1993,"tree",1,833.00,"Northern Red Oak"
108,1994,"tree",1,316.00,"Red Maple"
109,1991,"tree",1,318.00,"Sugar Maple"
109,1992,"tree",1,129.00,"White Pine"
109,1993,"tree",1,833.00,"Northern Red Oak"
109,1994,"tree",1,746.00,"Quaking Aspen"
110,1991,"tree",1,318.00,"Sugar Maple"
110,1992,"tree",1,823.00,"Burr Oak"
110,1993,"tree",1,746.00,"Quaking Aspen"
110,1994,"tree",1,951.00,"Basswood"
111,1991,"tree",1,125.00,"Red Pine"
111,1992,"tree",1,823.00,"Burr Oak"
111,1993,"tree",1,833.00,"Northern Red Oak"
111,1994,"tree",1,833.00,"Northern Red Oak"
112,1991,"tree",1,318.00,"Sugar Maple"
112,1992,"tree",1,129.00,"White Pine"
112,1993,"tree",1,823.00,"Burr Oak"
112,1994,"tree",1,802.00,"White Oak"
113,1991,"tree",1,746.00,"Quaking Aspen"
113,1992,"tree",1,746.00,"Quaking Aspen"
113,1993,"tree",1,746.00,"Quaking Aspen"
113,1994,"tree",1,375.00,"Paper Birch"
114,1991,"tree",1,318.00,"Sugar Maple"
114,1992,"tree",1,746.00,"Quaking Aspen"
114,1993,"tree",1,833.00,"Northern Red Oak"
114,1994,"tree",1,316.00,"Red Maple"
115,1991,"tree",1,746.00,"Quaking Aspen"
115,1992,"tree",1,746.00,"Quaking Aspen"
115,1993,"tree",1,746.00,"Quaking Aspen"
115,1994,"tree",1,802.00,"White Oak"
116,1991,"tree",1,833.00,"Northern Red Oak"
116,1992,"tree",1,746.00,"Quaking Aspen"
116,1993,"tree",1,833.00,"Northern Red Oak"
116,1994,"tree",1,746.00,"Quaking Aspen"
117,1991,"tree",1,318.00,"Sugar Maple"
117,1992,"tree",1,746.00,"Quaking Aspen"
117,1993,"tree",1,375.00,"Paper Birch"
117,1994,"tree",1,746.00,"Quaking Aspen"
118,1991,"tree",1,125.00,"Red Pine"
118,1992,"tree",1,746.00,"Quaking Aspen"
118,1993,"tree",1,125.00,"Red Pine"
118,1994,"tree",1,125.00,"Red Pine"
119,1991,"tree",1,125.00,"Red Pine"
119,1992,"tree",1,746.00,"Quaking Aspen"
119,1993,"tree",1,125.00,"Red Pine"
119,1994,"tree",1,125.00,"Red Pine"
120,1991,"tree",1,125.00,"Red Pine"
120,1992,"tree",1,746.00,"Quaking Aspen"
120,1994,"tree",1,746.00,"Quaking Aspen"
121,1991,"tree",1,375.00,"Paper Birch"
249,1991,"tree",1,543.00,"Black Ash"
249,1992,"tree",1,543.00,"Black Ash"
249,1993,"tree",1,543.00,"Black Ash"
249,1994,"tree",1,543.00,"Black Ash"
250,1991,"tree",1,543.00,"Black Ash"
250,1992,"tree",1,543.00,"Black Ash"
250,1993,"tree",1,543.00,"Black Ash"
250,1994,"tree",1,543.00,"Black Ash"
251,1991,"tree",1,543.00,"Black Ash"
251,1992,"tree",1,543.00,"Black Ash"
251,1993,"tree",1,543.00,"Black Ash"
251,1994,"tree",1,543.00,"Black Ash"
252,1991,"tree",1,543.00,"Black Ash"
252,1992,"tree",1,543.00,"Black Ash"
252,1993,"tree",1,543.00,"Black Ash"
252,1994,"tree",1,543.00,"Black Ash"
253,1991,"tree",1,543.00,"Black Ash"
253,1992,"tree",1,543.00,"Black Ash"
253,1993,"tree",1,543.00,"Black Ash"
253,1994,"tree",1,543.00,"Black Ash"
254,1991,"tree",1,543.00,"Black Ash"
254,1992,"tree",1,543.00,"Black Ash"
254,1993,"tree",1,543.00,"Black Ash"
254,1994,"tree",1,746.00,"Quaking Aspen"
255,1991,"tree",1,543.00,"Black Ash"
255,1992,"tree",1,543.00,"Black Ash"
255,1993,"tree",1,543.00,"Black Ash"
255,1994,"tree",1,543.00,"Black Ash"
256,1991,"tree",1,543.00,"Black Ash"
256,1992,"tree",1,543.00,"Black Ash"
256,1993,"tree",1,543.00,"Black Ash"
256,1994,"tree",1,543.00,"Black Ash"
257,1991,"tree",1,951.00,"Basswood"
257,1992,"tree",1,746.00,"Quaking Aspen"
257,1993,"tree",1,746.00,"Quaking Aspen"
257,1994,"tree",1,543.00,"Black Ash"
258,1991,"tree",1,746.00,"Quaking Aspen"
258,1992,"tree",1,543.00,"Black Ash"
258,1993,"tree",1,543.00,"Black Ash"
258,1994,"tree",1,543.00,"Black Ash"
259,1991,"tree",1,543.00,"Black Ash"
259,1992,"tree",1,543.00,"Black Ash"
259,1993,"tree",1,543.00,"Black Ash"
259,1994,"tree",1,543.00,"Black Ash"
260,1991,"tree",1,746.00,"Quaking Aspen"
260,1992,"tree",1,543.00,"Black Ash"
260,1993,"tree",1,543.00,"Black Ash"
260,1994,"tree",1,543.00,"Black Ash"
261,1991,"tree",1,543.00,"Black Ash"
261,1992,"tree",1,543.00,"Black Ash"
261,1993,"tree",1,543.00,"Black Ash"
261,1994,"tree",1,543.00,"Black Ash"
262,1991,"tree",1,543.00,"Black Ash"
262,1992,"tree",1,543.00,"Black Ash"
262,1993,"tree",1,543.00,"Black Ash"
262,1994,"tree",1,543.00,"Black Ash"
263,1991,"tree",1,543.00,"Black Ash"
263,1992,"tree",1,746.00,"Quaking Aspen"
263,1993,"tree",1,746.00,"Quaking Aspen"
263,1994,"tree",1,543.00,"Black Ash"
264,1991,"tree",1,316.00,"Red Maple"
264,1992,"tree",1,543.00,"Black Ash"
264,1993,"tree",1,951.00,"Basswood"
264,1994,"tree",1,318.00,"Sugar Maple"
265,1991,"tree",1,543.00,"Black Ash"
265,1992,"tree",1,543.00,"Black Ash"
265,1993,"tree",1,543.00,"Black Ash"
265,1994,"tree",1,318.00,"Sugar Maple"
266,1991,"tree",1,543.00,"Black Ash"
266,1992,"tree",1,318.00,"Sugar Maple"
266,1993,"tree",1,318.00,"Sugar Maple"
266,1994,"tree",1,318.00,"Sugar Maple"
267,1991,"tree",1,543.00,"Black Ash"
267,1992,"tree",1,543.00,"Black Ash"
267,1993,"tree",1,972.00,"American Elm"
267,1994,"tree",1,318.00,"Sugar Maple"
268,1991,"tree",1,543.00,"Black Ash"
268,1992,"tree",1,318.00,"Sugar Maple"
268,1993,"tree",1,313.00,"Box Elder"
268,1994,"tree",1,318.00,"Sugar Maple"
269,1991,"tree",1,241.00,"Northern White Cedar"
269,1992,"tree",1,746.00,"Quaking Aspen"
269,1994,"tree",1,241.00,"Northern White Cedar"
270,1991,"tree",1,241.00,"Northern White Cedar"
270,1992,"tree",1,241.00,"Northern White Cedar"
270,1994,"tree",1,241.00,"Northern White Cedar"
271,1991,"tree",1,241.00,"Northern White Cedar"
271,1992,"tree",1,95.00,"Black Spruce"
271,1994,"tree",1,241.00,"Northern White Cedar"
272,1991,"tree",1,241.00,"Northern White Cedar"
272,1992,"tree",1,241.00,"Northern White Cedar"
272,1993,"tree",1,241.00,"Northern White Cedar"
272,1994,"tree",1,241.00,"Northern White Cedar"
273,1991,"tree",1,241.00,"Northern White Cedar"
273,1992,"tree",1,71.00,"Tamarack"
273,1993,"tree",1,241.00,"Northern White Cedar"
273,1994,"tree",1,95.00,"Black Spruce"
274,1991,"tree",1,241.00,"Northern White Cedar"
274,1992,"tree",1,71.00,"Tamarack"
274,1993,"tree",1,71.00,"Tamarack"
274,1994,"tree",1,71.00,"Tamarack"
275,1991,"tree",1,95.00,"Black Spruce"
275,1992,"tree",1,95.00,"Black Spruce"
275,1993,"tree",1,95.00,"Black Spruce"
275,1994,"tree",1,95.00,"Black Spruce"
276,1991,"tree",1,95.00,"Black Spruce"
276,1992,"tree",1,95.00,"Black Spruce"
276,1993,"tree",1,95.00,"Black Spruce"
276,1994,"tree",1,95.00,"Black Spruce"
277,1991,"tree",1,95.00,"Black Spruce"
277,1992,"tree",1,95.00,"Black Spruce"
277,1993,"tree",1,95.00,"Black Spruce"
277,1994,"tree",1,95.00,"Black Spruce"
278,1991,"tree",1,95.00,"Black Spruce"
278,1992,"tree",1,95.00,"Black Spruce"
278,1993,"tree",1,95.00,"Black Spruce"
278,1994,"tree",1,95.00,"Black Spruce"
279,1991,"tree",1,95.00,"Black Spruce"
279,1992,"tree",1,95.00,"Black Spruce"
279,1993,"tree",1,95.00,"Black Spruce"
279,1994,"tree",1,95.00,"Black Spruce"
280,1991,"tree",1,95.00,"Black Spruce"
280,1992,"tree",1,95.00,"Black Spruce"
280,1993,"tree",1,95.00,"Black Spruce"
280,1994,"tree",1,95.00,"Black Spruce"
281,1991,"tree",1,95.00,"Black Spruce"
281,1992,"tree",1,95.00,"Black Spruce"
281,1993,"tree",1,95.00,"Black Spruce"
281,1994,"tree",1,95.00,"Black Spruce"
282,1991,"tree",1,95.00,"Black Spruce"
282,1992,"tree",1,71.00,"Tamarack"
282,1993,"tree",1,71.00,"Tamarack"
282,1994,"tree",1,95.00,"Black Spruce"
283,1991,"tree",1,241.00,"Northern White Cedar"
283,1992,"tree",1,71.00,"Tamarack"
283,1993,"tree",1,71.00,"Tamarack"
283,1994,"tree",1,241.00,"Northern White Cedar"
284,1991,"tree",1,71.00,"Tamarack"
284,1992,"tree",1,71.00,"Tamarack"
284,1993,"tree",1,71.00,"Tamarack"
284,1994,"tree",1,71.00,"Tamarack"
285,1991,"tree",1,241.00,"Northern White Cedar"
285,1992,"tree",1,71.00,"Tamarack"
285,1993,"tree",1,71.00,"Tamarack"
285,1994,"tree",1,71.00,"Tamarack"
286,1991,"tree",1,241.00,"Northern White Cedar"
286,1992,"tree",1,71.00,"Tamarack"
286,1993,"tree",1,543.00,"Black Ash"
286,1994,"tree",1,241.00,"Northern White Cedar"
287,1991,"tree",1,746.00,"Quaking Aspen"
287,1992,"tree",1,746.00,"Quaking Aspen"
287,1993,"tree",1,746.00,"Quaking Aspen"
287,1994,"tree",1,746.00,"Quaking Aspen"
288,1991,"tree",1,746.00,"Quaking Aspen"
288,1992,"tree",1,71.00,"Tamarack"
288,1993,"tree",1,746.00,"Quaking Aspen"
288,1994,"tree",1,746.00,"Quaking Aspen"
289,1991,"tree",1,544.00,"Green Ash"
289,1992,"tree",1,746.00,"Quaking Aspen"
289,1993,"tree",1,543.00,"Black Ash"
289,1994,"tree",1,544.00,"Green Ash"
290,1991,"tree",1,95.00,"Black Spruce"
290,1992,"tree",1,95.00,"Black Spruce"
290,1994,"tree",1,95.00,"Black Spruce"
291,1991,"tree",1,95.00,"Black Spruce"
291,1992,"tree",1,95.00,"Black Spruce"
291,1994,"tree",1,95.00,"Black Spruce"
292,1991,"tree",1,12.00,"Balsam Fir"
292,1992,"tree",1,125.00,"Red Pine"
292,1994,"tree",1,105.00,"Jack Pine"
293,1991,"tree",1,12.00,"Balsam Fir"
293,1992,"tree",1,105.00,"Jack Pine"
293,1994,"tree",1,105.00,"Jack Pine"
294,1991,"tree",1,12.00,"Balsam Fir"
294,1992,"tree",1,105.00,"Jack Pine"
294,1994,"tree",1,105.00,"Jack Pine"
295,1991,"tree",1,12.00,"Balsam Fir"
295,1992,"tree",1,105.00,"Jack Pine"
295,1994,"tree",1,105.00,"Jack Pine"
296,1991,"tree",1,105.00,"Jack Pine"
296,1992,"tree",1,105.00,"Jack Pine"
296,1994,"tree",1,105.00,"Jack Pine"
297,1991,"tree",1,125.00,"Red Pine"
297,1992,"tree",1,105.00,"Jack Pine"
297,1994,"tree",1,105.00,"Jack Pine"
298,1991,"tree",1,12.00,"Balsam Fir"
298,1992,"tree",1,105.00,"Jack Pine"
298,1994,"tree",1,105.00,"Jack Pine"
299,1991,"tree",1,105.00,"Jack Pine"
299,1992,"tree",1,105.00,"Jack Pine"
299,1994,"tree",1,375.00,"Paper Birch"
300,1991,"tree",1,105.00,"Jack Pine"
300,1992,"tree",1,125.00,"Red Pine"
300,1994,"tree",1,125.00,"Red Pine"
301,1991,"tree",1,125.00,"Red Pine"
301,1992,"tree",1,125.00,"Red Pine"
301,1993,"tree",1,125.00,"Red Pine"
301,1994,"tree",1,125.00,"Red Pine"
302,1991,"tree",1,125.00,"Red Pine"
302,1992,"tree",1,125.00,"Red Pine"
302,1993,"tree",1,125.00,"Red Pine"
302,1994,"tree",1,125.00,"Red Pine"
303,1991,"tree",1,125.00,"Red Pine"
303,1992,"tree",1,125.00,"Red Pine"
303,1993,"tree",1,125.00,"Red Pine"
303,1994,"tree",1,125.00,"Red Pine"
304,1991,"tree",1,746.00,"Quaking Aspen"
304,1992,"tree",1,746.00,"Quaking Aspen"
304,1993,"tree",1,746.00,"Quaking Aspen"
304,1994,"tree",1,125.00,"Red Pine"
305,1991,"tree",1,746.00,"Quaking Aspen"
305,1992,"tree",1,746.00,"Quaking Aspen"
