"ID","Forest","site","year","Forest_Name","nrri_fstypename","FS_COVERTYPE","YEAR_OF_ORIGIN","STAND_AGE in 2012","Age_when_Surveyed","Age Code","GTR Habitat Type","FSType + Age Code"
1,9030.00,31.00,2003.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,73.00,4.00,"AspenBirch","AspenBirch4"
2,9030.00,31.00,2004.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,74.00,4.00,"AspenBirch","AspenBirch4"
3,9030.00,31.00,2005.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,75.00,4.00,"AspenBirch","AspenBirch4"
4,9030.00,31.00,2006.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,76.00,4.00,"AspenBirch","AspenBirch4"
5,9030.00,31.00,2007.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,77.00,4.00,"AspenBirch","AspenBirch4"
6,9030.00,31.00,2008.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,78.00,4.00,"AspenBirch","AspenBirch4"
7,9030.00,31.00,2009.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,79.00,4.00,"AspenBirch","AspenBirch4"
8,9030.00,31.00,2011.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,81.00,4.00,"AspenBirch","AspenBirch4"
9,9030.00,32.00,1995.00,"Chip","Quaking aspen","Aspen",2001.00,11.00,200.00,4.00,"AspenBirch","AspenBirch4"
10,9030.00,32.00,1996.00,"Chip","Quaking aspen","Aspen",2001.00,11.00,200.00,4.00,"AspenBirch","AspenBirch4"
11,9030.00,32.00,1997.00,"Chip","Quaking aspen","Aspen",2001.00,11.00,200.00,4.00,"AspenBirch","AspenBirch4"
12,9030.00,32.00,1998.00,"Chip","Quaking aspen","Aspen",2001.00,11.00,200.00,4.00,"AspenBirch","AspenBirch4"
13,9030.00,32.00,1999.00,"Chip","Quaking aspen","Aspen",2001.00,11.00,200.00,4.00,"AspenBirch","AspenBirch4"
14,9030.00,32.00,2000.00,"Chip","Quaking aspen","Aspen",2001.00,11.00,200.00,4.00,"AspenBirch","AspenBirch4"
15,9030.00,32.00,2001.00,"Chip","Northern red oak","Aspen",2001.00,11.00,0.00,1.00,"AspenBirch","AspenBirch1"
16,9030.00,32.00,2002.00,"Chip","Northern red oak","Aspen",2001.00,11.00,1.00,1.00,"AspenBirch","AspenBirch1"
17,9030.00,32.00,2003.00,"Chip","Northern red oak","Aspen",2001.00,11.00,2.00,1.00,"AspenBirch","AspenBirch1"
18,9030.00,32.00,2004.00,"Chip","Northern red oak","Aspen",2001.00,11.00,3.00,1.00,"AspenBirch","AspenBirch1"
19,9030.00,32.00,2005.00,"Chip","Northern red oak","Aspen",2001.00,11.00,4.00,1.00,"AspenBirch","AspenBirch1"
20,9030.00,32.00,2006.00,"Chip","Northern red oak","Aspen",2001.00,11.00,5.00,1.00,"AspenBirch","AspenBirch1"
21,9030.00,32.00,2007.00,"Chip","Northern red oak","Aspen",2001.00,11.00,6.00,1.00,"AspenBirch","AspenBirch1"
22,9030.00,32.00,2008.00,"Chip","Northern red oak","Aspen",2001.00,11.00,7.00,1.00,"AspenBirch","AspenBirch1"
23,9030.00,32.00,2009.00,"Chip","Northern red oak","Aspen",2001.00,11.00,8.00,1.00,"AspenBirch","AspenBirch1"
24,9030.00,32.00,2011.00,"Chip","Northern red oak","Aspen",2001.00,11.00,10.00,1.00,"AspenBirch","AspenBirch1"
25,9030.00,33.00,1995.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,65.00,4.00,"AspenBirch","AspenBirch4"
26,9030.00,33.00,1996.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,66.00,4.00,"AspenBirch","AspenBirch4"
27,9030.00,33.00,1997.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,67.00,4.00,"AspenBirch","AspenBirch4"
28,9030.00,33.00,1998.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,68.00,4.00,"AspenBirch","AspenBirch4"
29,9030.00,33.00,1999.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,69.00,4.00,"AspenBirch","AspenBirch4"
30,9030.00,33.00,2000.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,70.00,4.00,"AspenBirch","AspenBirch4"
31,9030.00,33.00,2001.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,71.00,4.00,"AspenBirch","AspenBirch4"
32,9030.00,33.00,2002.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,72.00,4.00,"AspenBirch","AspenBirch4"
33,9030.00,33.00,2003.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,73.00,4.00,"AspenBirch","AspenBirch4"
34,9030.00,33.00,2004.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,74.00,4.00,"AspenBirch","AspenBirch4"
35,9030.00,33.00,2005.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,75.00,4.00,"AspenBirch","AspenBirch4"
36,9030.00,33.00,2006.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,76.00,4.00,"AspenBirch","AspenBirch4"
37,9030.00,33.00,2007.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,77.00,4.00,"AspenBirch","AspenBirch4"
38,9030.00,33.00,2008.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,78.00,4.00,"AspenBirch","AspenBirch4"
39,9030.00,33.00,2009.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,79.00,4.00,"AspenBirch","AspenBirch4"
40,9030.00,33.00,2011.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,81.00,4.00,"AspenBirch","AspenBirch4"
41,9030.00,34.00,1995.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,1.00,1.00,"AspenBirch","AspenBirch1"
42,9030.00,34.00,1996.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,2.00,1.00,"AspenBirch","AspenBirch1"
43,9030.00,34.00,1997.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,3.00,1.00,"AspenBirch","AspenBirch1"
44,9030.00,34.00,1998.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,4.00,1.00,"AspenBirch","AspenBirch1"
45,9030.00,34.00,1999.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,5.00,1.00,"AspenBirch","AspenBirch1"
46,9030.00,34.00,2000.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,6.00,1.00,"AspenBirch","AspenBirch1"
47,9030.00,34.00,2001.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,7.00,1.00,"AspenBirch","AspenBirch1"
48,9030.00,34.00,2002.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,8.00,1.00,"AspenBirch","AspenBirch1"
49,9030.00,34.00,2003.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,9.00,1.00,"AspenBirch","AspenBirch1"
50,9030.00,34.00,2004.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,10.00,1.00,"AspenBirch","AspenBirch1"
51,9030.00,34.00,2005.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,11.00,2.00,"AspenBirch","AspenBirch2"
52,9030.00,34.00,2006.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,12.00,2.00,"AspenBirch","AspenBirch2"
53,9030.00,34.00,2007.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,13.00,2.00,"AspenBirch","AspenBirch2"
54,9030.00,34.00,2008.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,14.00,2.00,"AspenBirch","AspenBirch2"
55,9030.00,34.00,2009.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,15.00,2.00,"AspenBirch","AspenBirch2"
56,9030.00,34.00,2010.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,16.00,2.00,"AspenBirch","AspenBirch2"
57,9030.00,34.00,2011.00,"Chip","Quaking aspen","Aspen",1994.00,18.00,17.00,2.00,"AspenBirch","AspenBirch2"
58,9030.00,35.00,1995.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,73.00,4.00,"AspenBirch","AspenBirch4"
59,9030.00,35.00,1996.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,74.00,4.00,"AspenBirch","AspenBirch4"
60,9030.00,35.00,1997.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,75.00,4.00,"AspenBirch","AspenBirch4"
61,9030.00,35.00,1998.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,76.00,4.00,"AspenBirch","AspenBirch4"
62,9030.00,35.00,1999.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,77.00,4.00,"AspenBirch","AspenBirch4"
63,9030.00,35.00,2000.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,78.00,4.00,"AspenBirch","AspenBirch4"
64,9030.00,35.00,2001.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,79.00,4.00,"AspenBirch","AspenBirch4"
65,9030.00,35.00,2002.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,80.00,4.00,"AspenBirch","AspenBirch4"
66,9030.00,35.00,2003.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,81.00,4.00,"AspenBirch","AspenBirch4"
67,9030.00,35.00,2004.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,82.00,4.00,"AspenBirch","AspenBirch4"
68,9030.00,35.00,2005.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,83.00,4.00,"AspenBirch","AspenBirch4"
69,9030.00,35.00,2006.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,84.00,4.00,"AspenBirch","AspenBirch4"
70,9030.00,35.00,2007.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,85.00,4.00,"AspenBirch","AspenBirch4"
71,9030.00,35.00,2008.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,86.00,4.00,"AspenBirch","AspenBirch4"
72,9030.00,35.00,2009.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,87.00,4.00,"AspenBirch","AspenBirch4"
73,9030.00,35.00,2010.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,88.00,4.00,"AspenBirch","AspenBirch4"
74,9030.00,35.00,2011.00,"Chip","Quaking aspen","Aspen",1922.00,90.00,89.00,4.00,"AspenBirch","AspenBirch4"
75,9030.00,36.00,1995.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,8.00,1.00,"AspenBirch","AspenBirch1"
76,9030.00,36.00,1996.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,9.00,1.00,"AspenBirch","AspenBirch1"
77,9030.00,36.00,1997.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,10.00,1.00,"AspenBirch","AspenBirch1"
78,9030.00,36.00,1998.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,11.00,2.00,"AspenBirch","AspenBirch2"
79,9030.00,36.00,1999.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,12.00,2.00,"AspenBirch","AspenBirch2"
80,9030.00,36.00,2000.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,13.00,2.00,"AspenBirch","AspenBirch2"
81,9030.00,36.00,2001.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,14.00,2.00,"AspenBirch","AspenBirch2"
82,9030.00,36.00,2002.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,15.00,2.00,"AspenBirch","AspenBirch2"
83,9030.00,36.00,2003.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,16.00,2.00,"AspenBirch","AspenBirch2"
84,9030.00,36.00,2004.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,17.00,2.00,"AspenBirch","AspenBirch2"
85,9030.00,36.00,2005.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,18.00,2.00,"AspenBirch","AspenBirch2"
86,9030.00,36.00,2006.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,19.00,2.00,"AspenBirch","AspenBirch2"
87,9030.00,36.00,2007.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,20.00,2.00,"AspenBirch","AspenBirch2"
88,9030.00,36.00,2008.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,21.00,3.00,"AspenBirch","AspenBirch3"
89,9030.00,36.00,2009.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,22.00,3.00,"AspenBirch","AspenBirch3"
90,9030.00,36.00,2010.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,23.00,3.00,"AspenBirch","AspenBirch3"
91,9030.00,36.00,2011.00,"Chip","Quaking aspen","Aspen",1987.00,25.00,24.00,3.00,"AspenBirch","AspenBirch3"
92,9030.00,37.00,1995.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,1.00,1.00,"AspenBirch","AspenBirch1"
93,9030.00,37.00,1996.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,2.00,1.00,"AspenBirch","AspenBirch1"
94,9030.00,37.00,1997.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,3.00,1.00,"AspenBirch","AspenBirch1"
95,9030.00,37.00,1998.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,4.00,1.00,"AspenBirch","AspenBirch1"
96,9030.00,37.00,1999.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,5.00,1.00,"AspenBirch","AspenBirch1"
97,9030.00,37.00,2000.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,6.00,1.00,"AspenBirch","AspenBirch1"
98,9030.00,37.00,2001.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,7.00,1.00,"AspenBirch","AspenBirch1"
99,9030.00,37.00,2002.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,8.00,1.00,"AspenBirch","AspenBirch1"
100,9030.00,37.00,2003.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,9.00,1.00,"AspenBirch","AspenBirch1"
101,9030.00,37.00,2004.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,10.00,1.00,"AspenBirch","AspenBirch1"
102,9030.00,37.00,2005.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,11.00,2.00,"AspenBirch","AspenBirch2"
103,9030.00,37.00,2006.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,12.00,2.00,"AspenBirch","AspenBirch2"
104,9030.00,37.00,2007.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,13.00,2.00,"AspenBirch","AspenBirch2"
105,9030.00,37.00,2008.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,14.00,2.00,"AspenBirch","AspenBirch2"
106,9030.00,37.00,2009.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,15.00,2.00,"AspenBirch","AspenBirch2"
107,9030.00,37.00,2011.00,"Chip","Mixed swamp conifer","Aspen",1994.00,18.00,17.00,2.00,"AspenBirch","AspenBirch2"
108,9030.00,38.00,1995.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,62.00,4.00,"SwampCon","SwampCon4"
109,9030.00,38.00,1996.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,63.00,4.00,"SwampCon","SwampCon4"
110,9030.00,38.00,1997.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,64.00,4.00,"SwampCon","SwampCon4"
111,9030.00,38.00,1998.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,65.00,4.00,"SwampCon","SwampCon4"
112,9030.00,38.00,1999.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,66.00,4.00,"SwampCon","SwampCon4"
113,9030.00,38.00,2000.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,67.00,4.00,"SwampCon","SwampCon4"
114,9030.00,38.00,2001.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,68.00,4.00,"SwampCon","SwampCon4"
115,9030.00,38.00,2002.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,69.00,4.00,"SwampCon","SwampCon4"
116,9030.00,38.00,2003.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,70.00,4.00,"SwampCon","SwampCon4"
117,9030.00,38.00,2004.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,71.00,4.00,"SwampCon","SwampCon4"
118,9030.00,38.00,2005.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,72.00,4.00,"SwampCon","SwampCon4"
119,9030.00,38.00,2006.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,73.00,4.00,"SwampCon","SwampCon4"
120,9030.00,38.00,2007.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,74.00,4.00,"SwampCon","SwampCon4"
121,9030.00,38.00,2008.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,75.00,4.00,"SwampCon","SwampCon4"
122,9030.00,38.00,2009.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,76.00,4.00,"SwampCon","SwampCon4"
123,9030.00,38.00,2011.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,78.00,4.00,"SwampCon","SwampCon4"
124,9030.00,39.00,1995.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,62.00,4.00,"SwampCon","SwampCon4"
125,9030.00,39.00,1996.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,63.00,4.00,"SwampCon","SwampCon4"
126,9030.00,39.00,1997.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,64.00,4.00,"SwampCon","SwampCon4"
127,9030.00,39.00,1998.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,65.00,4.00,"SwampCon","SwampCon4"
128,9030.00,39.00,1999.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,66.00,4.00,"SwampCon","SwampCon4"
129,9030.00,39.00,2000.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,67.00,4.00,"SwampCon","SwampCon4"
130,9030.00,39.00,2001.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,68.00,4.00,"SwampCon","SwampCon4"
131,9030.00,39.00,2002.00,"Chip","Mixed swamp conifer","Northern white-cedar",1933.00,79.00,69.00,4.00,"SwampCon","SwampCon4"
132,9030.00,30.00,2000.00,"Chip","Mixed swamp conifer","Northern white-cedar",1955.00,57.00,45.00,3.00,"SwampCon","SwampCon3"
133,9030.00,30.00,2001.00,"Chip","Mixed swamp conifer","Northern white-cedar",1955.00,57.00,46.00,3.00,"SwampCon","SwampCon3"
134,9030.00,30.00,2002.00,"Chip","Mixed swamp conifer","Northern white-cedar",1955.00,57.00,47.00,3.00,"SwampCon","SwampCon3"
135,9030.00,30.00,2003.00,"Chip","Mixed swamp conifer","Northern white-cedar",1955.00,57.00,48.00,3.00,"SwampCon","SwampCon3"
136,9030.00,30.00,2004.00,"Chip","Mixed swamp conifer","Northern white-cedar",1955.00,57.00,49.00,3.00,"SwampCon","SwampCon3"
137,9030.00,30.00,2005.00,"Chip","Mixed swamp conifer","Northern white-cedar",1955.00,57.00,50.00,3.00,"SwampCon","SwampCon3"
138,9030.00,30.00,2006.00,"Chip","Mixed swamp conifer","Northern white-cedar",1955.00,57.00,51.00,3.00,"SwampCon","SwampCon3"
139,9030.00,30.00,2007.00,"Chip","Mixed swamp conifer","Northern white-cedar",1955.00,57.00,52.00,3.00,"SwampCon","SwampCon3"
140,9030.00,30.00,2008.00,"Chip","Mixed swamp conifer","Northern white-cedar",1955.00,57.00,53.00,3.00,"SwampCon","SwampCon3"
141,9030.00,30.00,2009.00,"Chip","Mixed swamp conifer","Northern white-cedar",1955.00,57.00,54.00,3.00,"SwampCon","SwampCon3"
142,9030.00,30.00,2010.00,"Chip","Mixed swamp conifer","Northern white-cedar",1955.00,57.00,55.00,3.00,"SwampCon","SwampCon3"
143,9030.00,30.00,2011.00,"Chip","Mixed swamp conifer","Northern white-cedar",1955.00,57.00,56.00,3.00,"SwampCon","SwampCon3"
144,9030.00,31.00,1995.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,65.00,4.00,"AspenBirch","AspenBirch4"
145,9030.00,31.00,1996.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,66.00,4.00,"AspenBirch","AspenBirch4"
146,9030.00,31.00,1997.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,67.00,4.00,"AspenBirch","AspenBirch4"
147,9030.00,31.00,1998.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,68.00,4.00,"AspenBirch","AspenBirch4"
148,9030.00,31.00,1999.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,69.00,4.00,"AspenBirch","AspenBirch4"
149,9030.00,31.00,2000.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,70.00,4.00,"AspenBirch","AspenBirch4"
150,9030.00,31.00,2001.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,71.00,4.00,"AspenBirch","AspenBirch4"
151,9030.00,31.00,2002.00,"Chip","Quaking aspen","Aspen",1930.00,82.00,72.00,4.00,"AspenBirch","AspenBirch4"
152,9030.00,61.00,2001.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,57.00,3.00,"UpHwds","UpHwds3"
153,9030.00,61.00,2002.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,58.00,3.00,"UpHwds","UpHwds3"
154,9030.00,61.00,2003.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,59.00,3.00,"UpHwds","UpHwds3"
155,9030.00,61.00,2004.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,60.00,3.00,"UpHwds","UpHwds3"
156,9030.00,61.00,2005.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,61.00,4.00,"UpHwds","UpHwds4"
157,9030.00,61.00,2006.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,62.00,4.00,"UpHwds","UpHwds4"
158,9030.00,61.00,2007.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,63.00,4.00,"UpHwds","UpHwds4"
159,9030.00,61.00,2008.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,64.00,4.00,"UpHwds","UpHwds4"
160,9030.00,61.00,2009.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,65.00,4.00,"UpHwds","UpHwds4"
161,9030.00,61.00,2011.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,67.00,4.00,"UpHwds","UpHwds4"
162,9030.00,62.00,1995.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,51.00,3.00,"UpHwds","UpHwds3"
163,9030.00,62.00,1996.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,52.00,3.00,"UpHwds","UpHwds3"
164,9030.00,62.00,1997.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,53.00,3.00,"UpHwds","UpHwds3"
165,9030.00,62.00,1998.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,54.00,3.00,"UpHwds","UpHwds3"
166,9030.00,62.00,1999.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,55.00,3.00,"UpHwds","UpHwds3"
167,9030.00,62.00,2000.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,56.00,3.00,"UpHwds","UpHwds3"
168,9030.00,62.00,2001.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,57.00,3.00,"UpHwds","UpHwds3"
169,9030.00,62.00,2002.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,58.00,3.00,"UpHwds","UpHwds3"
170,9030.00,62.00,2003.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,59.00,3.00,"UpHwds","UpHwds3"
171,9030.00,62.00,2004.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,60.00,3.00,"UpHwds","UpHwds3"
172,9030.00,62.00,2005.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,61.00,4.00,"UpHwds","UpHwds4"
173,9030.00,62.00,2006.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,62.00,4.00,"UpHwds","UpHwds4"
174,9030.00,62.00,2007.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,63.00,4.00,"UpHwds","UpHwds4"
175,9030.00,62.00,2008.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,64.00,4.00,"UpHwds","UpHwds4"
176,9030.00,62.00,2009.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,65.00,4.00,"UpHwds","UpHwds4"
177,9030.00,62.00,2011.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,67.00,4.00,"UpHwds","UpHwds4"
178,9030.00,63.00,1995.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,51.00,3.00,"UpHwds","UpHwds3"
179,9030.00,63.00,1996.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,52.00,3.00,"UpHwds","UpHwds3"
180,9030.00,63.00,1997.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,53.00,3.00,"UpHwds","UpHwds3"
181,9030.00,63.00,1998.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,54.00,3.00,"UpHwds","UpHwds3"
182,9030.00,63.00,1999.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,55.00,3.00,"UpHwds","UpHwds3"
183,9030.00,63.00,2000.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,56.00,3.00,"UpHwds","UpHwds3"
184,9030.00,63.00,2001.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,57.00,3.00,"UpHwds","UpHwds3"
185,9030.00,63.00,2002.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,58.00,3.00,"UpHwds","UpHwds3"
186,9030.00,63.00,2003.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,59.00,3.00,"UpHwds","UpHwds3"
187,9030.00,63.00,2004.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,60.00,3.00,"UpHwds","UpHwds3"
188,9030.00,63.00,2005.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,61.00,4.00,"UpHwds","UpHwds4"
189,9030.00,63.00,2006.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,62.00,4.00,"UpHwds","UpHwds4"
190,9030.00,63.00,2007.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,63.00,4.00,"UpHwds","UpHwds4"
191,9030.00,63.00,2009.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,65.00,4.00,"UpHwds","UpHwds4"
192,9030.00,63.00,2011.00,"Chip","Northern red oak","Mixed upland hardwoods",1944.00,68.00,67.00,4.00,"UpHwds","UpHwds4"
193,9030.00,64.00,1995.00,"Chip","Northern red oak","Non stocked",0.00,0.00,1995.00,5.00,"Oak","Oak5"
194,9030.00,64.00,1996.00,"Chip","Northern red oak","Non stocked",0.00,0.00,1996.00,5.00,"Oak","Oak5"
195,9030.00,64.00,1997.00,"Chip","Northern red oak","Non stocked",0.00,0.00,1997.00,5.00,"Oak","Oak5"
196,9030.00,64.00,1998.00,"Chip","Northern red oak","Non stocked",0.00,0.00,1998.00,5.00,"Oak","Oak5"
197,9030.00,64.00,1999.00,"Chip","Northern red oak","Non stocked",0.00,0.00,1999.00,5.00,"Oak","Oak5"
198,9030.00,64.00,2000.00,"Chip","Northern red oak","Non stocked",0.00,0.00,2000.00,5.00,"Oak","Oak5"
199,9030.00,64.00,2001.00,"Chip","Northern red oak","Non stocked",0.00,0.00,2001.00,5.00,"Oak","Oak5"
